Date,High
26-December-2018,3849
27-December-2018,3841
28-December-2018,3972
29-December-2018,3944
30-December-2018,3863
31-December-2018,3835
01-January-2019,3841
02-January-2019,3917
03-January-2019,3894
04-January-2019,3849
05-January-2019,3874
06-January-2019,4088
07-January-2019,4070
08-January-2019,4115
09-January-2019,4042
10-January-2019,4035
11-January-2019,3699
12-January-2019,3649
13-January-2019,3642
14-January-2019,3711
15-January-2019,3684
16-January-2019,3667
17-January-2019,3657
18-January-2019,3644
19-January-2019,3760
20-January-2019,3703
21-January-2019,3569
22-January-2019,3612
23-January-2019,3614
24-January-2019,3596
25-January-2019,3579
26-January-2019,3658
27-January-2019,3563
28-January-2019,3536
29-January-2019,3438
30-January-2019,3459
31-January-2019,3473
01-February-2019,3458
02-February-2019,3483
03-February-2019,3472
04-February-2019,3435
05-February-2019,3429
06-February-2019,3441
07-February-2019,3383
08-February-2019,3711
09-February-2019,3642
10-February-2019,3654
11-February-2019,3652
12-February-2019,3619
13-February-2019,3628
14-February-2019,3589
15-February-2019,3620
16-February-2019,3607
17-February-2019,3675
18-February-2019,3917
19-February-2019,3970
20-February-2019,3967
21-February-2019,3988
22-February-2019,3956
23-February-2019,4156
24-February-2019,4189
25-February-2019,3860
26-February-2019,3826
27-February-2019,3823
28-February-2019,3900
01-March-2019,3843
02-March-2019,3818
03-March-2019,3815
04-March-2019,3805
05-March-2019,3875
06-March-2019,3895
07-March-2019,3891
08-March-2019,3911
09-March-2019,3947
10-March-2019,3917
11-March-2019,3912
12-March-2019,3875
13-March-2019,3871
14-March-2019,3900
15-March-2019,3910
16-March-2019,4037
17-March-2019,3991
18-March-2019,4016
19-March-2019,3985
01-April-2019,4150
02-April-2019,5101
03-April-2019,5345
04-April-2019,5071
05-April-2019,5067
06-April-2019,5244
07-April-2019,5270
08-April-2019,5353
09-April-2019,5287
10-April-2019,5488
11-April-2019,5343
12-April-2019,5119
13-April-2019,5123
14-April-2019,5191
15-April-2019,5193
16-April-2019,5230
17-April-2019,5272
18-April-2019,5318
19-April-2019,5359
20-April-2019,5360
21-April-2019,5349
22-April-2019,5441
23-April-2019,5650
24-April-2019,5624
25-April-2019,5512
26-April-2019,5295
27-April-2019,5221
28-April-2019,5215
29-April-2019,5190
30-April-2019,5285
01-May-2019,5358
02-May-2019,5423
03-May-2019,5797
04-May-2019,5847
05-May-2019,5782
06-May-2019,5754
07-May-2019,5966
08-May-2019,5990
09-May-2019,6171
10-May-2019,6430
11-May-2019,7464
12-May-2019,7582
13-May-2019,8191
14-May-2019,8350
15-May-2019,8308
16-May-2019,8388
17-May-2019,7941
18-May-2019,7491
19-May-2019,8315
20-May-2019,8200
21-May-2019,8113
22-May-2019,8044
23-May-2019,7985
24-May-2019,8175
25-May-2019,8149
26-May-2019,8794
27-May-2019,8948
28-May-2019,8822
29-May-2019,8760
30-May-2019,9090
31-May-2019,8580
01-June-2019,8618
02-June-2019,8834
03-June-2019,8742
04-June-2019,8108
05-June-2019,7933
06-June-2019,7875
07-June-2019,8134
08-June-2019,8060
09-June-2019,7960
10-June-2019,8097
11-June-2019,8057
12-June-2019,8292
13-June-2019,8330
14-June-2019,8739
15-June-2019,8917
16-June-2019,9388
17-June-2019,9475
18-June-2019,9359
19-June-2019,9320
20-June-2019,9599
21-June-2019,10245
22-June-2019,11216
23-June-2019,11284
24-June-2019,11092
25-June-2019,11789
26-June-2019,13868
27-June-2019,13359
28-June-2019,12445
29-June-2019,12380
30-June-2019,12200
01-July-2019,11211
02-July-2019,10925
03-July-2019,12015
04-July-2019,12064
05-July-2019,11450
06-July-2019,11724
07-July-2019,11620
08-July-2019,12395
09-July-2019,12830
10-July-2019,13203
11-July-2019,12098
12-July-2019,11950
13-July-2019,11845
14-July-2019,11467
15-July-2019,11080
16-July-2019,11040
17-July-2019,9998
18-July-2019,9800
19-July-2019,10777
20-July-2019,11112
21-July-2019,10835
22-July-2019,10688
23-July-2019,10324
24-July-2019,9919
25-July-2019,10185
26-July-2019,9898
27-July-2019,10248
28-July-2019,9669
29-July-2019,9730
30-July-2019,9840
31-July-2019,10135
01-August-2019,10497
02-August-2019,10670
03-August-2019,10922
04-August-2019,11090
05-August-2019,11950
06-August-2019,12320
07-August-2019,12147
08-August-2019,12050
09-August-2019,12040
10-August-2019,11970
11-August-2019,11585
12-August-2019,11556
13-August-2019,11438
14-August-2019,10860
15-August-2019,10445
16-August-2019,10540
17-August-2019,10476
18-August-2019,10513
19-August-2019,10939
20-August-2019,10953
21-August-2019,10800
